关键词,文章标题,公众号,发布日期,摘要,文章链接
张承慧,【人才风采】山东大学张承慧教授团队——筑梦新能源 “风光”无限好,N/A,2023-01-04 17:02:39,"张承慧说.为突破这个“难啃的骨头”,以“拼命三郎”著称的张承慧执着、细致地推演新能源并网交互模型及控制算法,终于率先突...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd9f70zqY_8gGNSxhDkWimR148T-Jh8BQtLLhudR0l6U_JdUbbXVxwQLx0UPjyXkER6yRkB0cZLWlBwA_6GYmZGi8RQEb05UQDWwO10pxu1KVVe8DKB7m8Q4vaeeXBKuVGUgvOZRz39YOJUgBrixxGNfLZsgO5NrqNT3zhZDd92WOnf3q8uRDTfkw..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
张承慧,专委会委员张承慧教授获2021年度何梁何利奖,N/A,2023-02-20 15:29:15,"专委会委员张承慧教授获2021年度何梁何利奖(获奖名单)张承慧,山东大学控制科学与工程学院院长、山东大学讲席教授、国家高层...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd97R0iNr9XbS7ds1abkq1tW980myAHz3VcRb60hMQ2DsvHlbDAjPKvV8u1B1isqcXwgne6eNpBd5TNhUCGhFUx6P_1pVCgcyBsSw-hm1DeeU7-7lymYxKenCjactXniWwPsNkSgRXzwFGgIT_u4rDbnvq6ZwN1weTXXY2-XoWUladhlgeRt7bSzA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
张承慧,"【喜报】中国自动化学会理事长郑南宁,常务理事张承慧,会员胡斌荣获“全国先进工作者”称号,荣誉理事曲道奎荣获“全国劳动模范”称号",N/A,2020-11-25 23:15:40,"中国工程院院士、中国自动化学会理事长、西安交通大学郑南宁教授,中国自动化学会常务理事、山东大学控制科学与工程学院张承慧...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxXrtGPNMu2HUKUYBOrOp0quvEWfEwQ5EcFvvkC-m8IJEIpmqTb7aDQxFk-4OJaMTcKdqU9tFfzaPekCWlU7CopPo89Jdcey5tMdDBpJNK_0XqccrvLr_aviq3X8EKMKOIA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
张承慧,喜报!刘建亚、孙金鹏、张承慧荣获第三届全国创新争先奖,N/A,2024-12-06 16:30:00,"山东大学刘建亚、孙金鹏、张承慧三位教授荣获全国创新争先奖状.本届全国创新争先奖共有7个团队获得奖牌,26人获得第三届全国...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd9PNdY_XJ_AUA-RDuPow58p5Qg9OxUZlTgU-gugDyYtFD2K--TGtIUWwgqHA2OFejH1N4HNR6yU-p7N0EPmwvlxqCQAKqqo03o7w0lplheBjeQ5sIb7uFvFYd-HMYth_UovqN4AgvjS_9zgMQ2UmQ7oQ_pANpX_b6QL9vW-yim0CxS6t2rFt2rnA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
张承慧,系列交叉论坛第71期预告 |张承慧教授:能源-计算-控制交叉融合新范式探索:元能源系统,N/A,2023-12-19 11:25:54,报告人:张承慧教授主持人:戴琼海院士、任天令教授(网络直播平台)报告时间:2023年12月21日(周四)19:30-21:00报告地点:...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd9L-18X2Nld4aM3clmWgEkGfgSs--gCAbEGrNfxvj2yY8gR4nDbQjdNsPZy1JU5mLIiuZ2C3wvvvTME1TvJSfbz114raoYP9kGyGbmPbKQd1brb-A4TqF66VSIETACjuMgjLc6fWf1bwTx-qXvI3enq_qMBarMC-CpGpK3qksaVKw5eBgmN3LoYQ..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
张承慧,【喜报】祝贺中国自动化学会会员、山东大学张承慧其团队获国家自然科学基金创新研究群体项目资助!,N/A,2020-04-17 21:08:52,"日前,经国家自然科学基金委员会专家函审和答辩评审,中国自动化学会会员、山东大学控制科学与工程学院张承慧教授领衔申请的...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxfY9pVl_JlPONHszE890feJSz7B6gr4_x6f69DptsP2zFNcufZFTv0so4D97w9oHu3FxhyGZt5je42ZSBx7T2mcnOmIsgPw5dIGVxeXU0AfIxx7DB8lev276zvkPgoArRQ..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
张承慧,"山东大学张承慧,获我省这项最高奖",N/A,2024-05-14 16:58:31,"山东省政府网站发布《关于2023年度山东省科学技术奖励的决定》(以下简称《决定》),山东大学张承慧、万华化学集团股份有限公...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd96UKPZCIBWsiTOMpXZhqgHnNvmHSp_tpAmLklHj2PH02k1kL93CzHZY39JRKp9PTkXtXNElepskdsiVYzSLJ1DKlnV0bTOG96nenXM330Gq7PHmpPfVecbRB1-P0Oskz3XF-ZpdC0k9whZPbfLKfeT_7gdOaZFrybqOTE8ls-n-kGX_iHL9MadA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
张承慧,致敬!山大张承慧教授获评全国先进工作者,N/A,2020-11-26 08:03:27,"张承慧,山东大学讲席教授、博士生导师,教育部长江学者特聘教授,享受国务院政府特殊津贴、百千万人才工程国家级人选、教育部...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9SSglMFTwJlCPYDCQc1PuAkMo_X7ZWeeF9DS5XpWfjTy6xzkgXUgsNbJT-4igG0pN_-Oz3Q5jbB-1YKAvvHZN9fXPlyjXR0bvfaTiIva5OY6SDdSsjth5ChX1sXbUcPTLSnMFxQVv-rM9TnKtyKQl5sMAyRvYxihMRMvmnvJbFvdCy6umSSPEsg..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,【学术前沿】张承慧教授等:元能源系统:综合能源互联网与元宇宙的交互,N/A,2023-04-10 17:58:30,"作者及团队张承慧,山东大学讲席教授、控制科学与工程学院院长、新能源控制国家级工程研究中心主任、国务院第八届学科评议组成...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9_QTSGrVdFFuk3bHojI-kONx1vaSmuqocBC0VjSrwGyPOk16a04k6bKSWqV5Rp3qKDeF5jkW7rMaeLjPmHrJiSIYcPYGDxKLjFXoqFxHag-ZbkSyZbFyjnDUg87x9aPlVI-c78CxmFkh-91Xv8W_cUcBdfBI_iCVcHbh9966WfrpS6t2rFt2rnA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,"2023年度山东省科学技术奖励公布,张承慧、华卫琦获省科学技术最高奖",N/A,2024-05-13 12:54:06,"省政府决定,授予山东大学张承慧、万华化学集团股份有限公司华卫琦省科学技术最高奖;授予中国海洋大学高珊等10人省科学技术青...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9nfZLVYP4hFnFCKSoJApAmcuJqJfsx30-uX07IbY95AT9x5yhn4C17bamrL7DRy9B16-EwNBRZWZemx3hQXnZ_F8R8GGmnPx4zkEx7Ig0mcD-J-na_1dH_jl8Y2QrLdrDguwC1zqtTaLYqa1AlxxTFZCX6raBWsRxs7Yu-aLg0K7f3q8uRDTfkw..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,山东大学张承慧教授:大容量新能源系统控制技术发展与展望,N/A,2026-03-03 15:36:34,"中国张承慧,山东大学讲席教授、控制科学与工程学院院长,“新能源优化控制”国家级工程中心主任,IEEE Fellow,中国自动化学...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9qZuaGUX3yL2d8TXqdojcqKy7Sqvppk3cxD6MNX3DgT0lAkkSZMkYQ8zckCEU8hrF73pCswit45pSzJSZZpuMhlbQfwpPSd9ydJ0GuFnpiB6qo4V61pX9-qrlg0rY8Zw1HhHoBeJ6pQ4t19NeoWpnuGKC0keMtEXV_fZ3s5SF-ya54z_tGSZTqA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,张承慧教授获2017年度宝钢优秀教师特等奖|要闻,N/A,2017-11-18 20:07:47,"11月11日,“2017年度宝钢教育奖颁奖仪式”在上海举行,山东大学8名师生获得奖励,其中控制科学与工程学院张承慧教授获得宝钢...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9TygyiJDfEFBZbAQdGn9gi_JW-J1cCXl_jTKIVZHhQkREwysl8G5TynFGQa600t99XoM18fpp23zaqdU_X-jOJOY2QE7Io4cXTMYARNYbgrY7hFdYJeFbRUHZWPhOCk6MgzB00F-oTZcRsS1MtYGTQ2aLw2Rn0MsYTmktZv6ZHyz1AfaFW2DefQ..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,青岛校区党工委书记孔令栋、控制学院院长张承慧一行来院调研,N/A,2022-07-27 14:29:12,"7月26日上午,山东大学青岛校区党工委书记孔令栋、控制学院院长张承慧一行来院就人才队伍建设、学科建设等交流调研.计算机学...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9lrylzFAuoW_2CP7SV8-6I1FpPkPZDI-0S3nChStxscs44j-yFr9_3z-y4nxTs-oHpytlonfzhzUnaHj4dGXSnalDvuJUbyfhpCnnxsBlaGmhraWCNvbkdUlB76bKoyXausKW4NUXzScdORgaf3RzbPFu9Tu2e_F353ZiKDla2T7P28temKTOwg..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,【经典十课-特写】张承慧:自动化技术的过去今天和未来,N/A,2017-11-25 20:03:44,"让经典莅临你的生活1主讲人特写11月24日晚7点整,山东大学控制科学与工程学院院长张承慧教授做客文学生活馆,从自动化技术的...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9jqAgzH58dJk44WYWw-ldhOe-Oduk9dZM420reXDYYHjtBHEJCPcm08P_IldjqtTmelQ1rmgTCHsyMVleDp4L_NwW5K76mXrijRJNTOu8JPwoBhp_rbOoWI8CT4ZGO6FBNlXVI_W5gpC844DKCTQiAvGJQHgKFM60-8yBOGKePTjdrgozfSg6bw..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,【喜报】热烈祝贺中国自动化学会常务理事张承慧和会员高仕斌获第十四届光华工程科技奖!,N/A,2022-05-31 21:17:03,"热烈祝贺中国自动化学会会士、常务理事,山东大学控制科学与工程学院院长张承慧,中国自动化学会会员、西南交通大学电气工程学...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxS6fcIKyB4qpQ20o7F9fVMkh_e83x4POjpJNWxi87qKxn8hG3wIClZciamVYdEosZQ4oXnyCRldsN6UxGIum66SO3Eojv4o2VD7iIdwdFXf-0ifpS5HwFXQGX_iHL9MadA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,【经典十课-师者】张承慧:自动化技术的过去今天和未来,N/A,2017-11-21 19:02:14,"让经典莅临你的生活师 者:张 承 慧张承慧,山东大学控制科学与工程学院院长、教授、博士生导师,教育部长江学者特聘教授,山东...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9jqAgzH58dJk44WYWw-ldhOe-Oduk9dZM420reXDYYHjtBHEJCPcm08W5IduYe1WUgVKTADnJe2Nb1k7Vndc6bVzI0gZSSWY0kKzxCfCIBBkYltv-1_Rzwg9vWN4wdRjQXF_6rrEkbNnQh0FyKmdGhiOsijbqRkmI5hOulP_McA6FW6cwuUnkdA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,张承慧教授当选2023年国际电气和电子工程师协会会士(IEEE Fellow),N/A,2022-11-25 21:12:12,"张承慧,山东大学控制科学与工程学院院长、山东大学讲席教授、国家高层次人才、新能源发电系统优化控制国家基金委创新研究群体...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqPcIFZQIlLIXut9T0q3oY-lqXa8Fplpd9SSglMFTwJlCPYDCQc1PuAkMo_X7ZWeeF9DS5XpWfjTy6xzkgXUgsNUFMb6PQ5EZ4G_4qLEG0Vjej3MQO4GR_RV3fCY0i4MYOv2CxJWejzavBnZhFUAuKWulskmtQi4dmPjOsIuXTGxW553TkJOWkhR2h3jX5_pSCCXY0cdCq7GM5eBgmN3LoYQ..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2F7BEA3CD753943440CBE5FE008334370889869D6F304
张承慧,信息速递 | 山东大学张承慧荣获第三届全国创新争先奖,N/A,2023-05-31 17:04:22,"张承慧教授张承慧,山东大学讲席教授、博士生导师,控制科学与工程学院院长,国家高层次人才,新能源发电系统优化控制国家基金...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqZfxJe5c9L6vut9T0q3oY-lqXa8Fplpd9owGodq7YvdVcFjFac52rmI4yOB_84NtboSTtrrF73XR8xwHLhgCAvJv4pnxnmc6eEIsXlSLFu1425ojR8FlAkHJ6loxumSJJdMLDnKqC9f3iOCjTKLwYco98Qbqt8h3fiwaxl30t_6Neb3iR7sVWXazau6nbmCom20R5x9IHHTaq3X8EKMKOIA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B3248A3F50E9A4DFD99022C1D5D5D6DFA8DC2169D6F30B
张承慧,祝贺!张承慧教授获何梁何利基金“科学与技术进步奖”,N/A,2023-02-19 10:29:46,"张承慧,山东大学控制科学与工程学院院长、山东大学讲席教授、国家高层次人才、新能源发电系统优化控制国家基金委创新研究群体...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqZfxJe5c9L6vut9T0q3oY-lqXa8Fplpd9SSglMFTwJlCPYDCQc1PuAkMo_X7ZWeeF9DS5XpWfjTy6xzkgXUgsNR0_Q1faSaX-quMJtuaABG-930h39q7mwJqvLrYAkU-aeXJNFxAYoN5RlZiWWKCC-IBcykKp55fXKNwxyAv7DBKLJLngrAb4i9hg3w22ZMG3Zq6APcNqOE200NVofL2iDw..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B3248A3F50E9A4DFD99022C1D5D5D6DFA8DC2169D6F30B
张承慧,喜报!刘建亚、孙金鹏、张承慧荣获第三届全国创新争先奖,N/A,2023-07-02 22:03:45,"山东大学刘建亚、孙金鹏、张承慧三位教授荣获全国创新争先奖状.本届全国创新争先奖共有7个团队获得奖牌,26人获得第三届全国...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqZfxJe5c9L6vut9T0q3oY-lqXa8Fplpd9SSglMFTwJlCPYDCQc1PuAkMo_X7ZWeeF9DS5XpWfjTy6xzkgXUgsNUqXMsCKm4ixI81Mjp8ZAZGv-B43YQp95xs7xBfiEfjfCOWOBjGWw3vXO_2cgSfs1nMMA5qKCmKk6QgXYwrjET0C0SrC2-KbXptyzvvjG9umLUndcTNpdonm0CtGSSkZQQ..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B3248A3F50E9A4DFD99022C1D5D5D6DFA8DC2169D6F30B
张承慧,【会员成就】中国自动化学会常务理事张承慧获第十四届光华工程科技奖,N/A,2023-12-01 18:37:41,由中国自动化学会推荐的中国自动化学会会士、常务理事、山东大学控制科学与工程学院院长张承慧荣获第十四届 “光华工程科技奖”...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqZfxJe5c9L6vut9T0q3oY-lqXa8Fplpd9_QTSGrVdFFuk3bHojI-kONx1vaSmuqocBC0VjSrwGyPOk16a04k6bGygPJEGXbV-V0qZmZRNgSHff1XdpxMS3OwlvUbzizM-OKHueEMm1I-Rh2GcxXC-yItOiYnwaPXxMOeuLuqUFECl6LjDAtwkI4dztAfRBVVzuWKHBt2WDSKrCDCayYmfpA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B3248A3F50E9A4DFD99022C1D5D5D6DFA8DC2169D6F30B
张承慧,"2023年度山东省科学技术奖励公布,张承慧、华卫琦获省科学技术最高奖",N/A,2024-05-13 16:21:12,"省政府决定,授予山东大学张承慧、万华化学集团股份有限公司华卫琦省科学技术最高奖;授予中国海洋大学高珊等10人省科学技术青...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqZfxJe5c9L6vut9T0q3oY-lqXa8Fplpd9m8kmPAiiSIo2-hRyz9rgBEg4yo_NUOrzxD3qaAELpobnqQVHUptb1-Rr0ikaRbCrkOFhgMg9R6iECiJ7KtwUGpDWMJjX6XSEqP3VXJ-mHzwYSosgw66i-jQo8IsdU0ZnEKUZFArgrZMldumIULj9zWrrtMDDGBa3xhdUdz60pu6AFV_3u-a3OQ..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B3248A3F50E9A4DFD99022C1D5D5D6DFA8DC2169D6F30B
张承慧,"泰山学者初步人选差额公示,202人,看名单!",N/A,2018-08-03 06:00:21,山东大学张承慧山东大学孙宝江 中国石油大学(华东)姜远茂 山东农业大学何洪彬 山东师范大学夏延致 青岛大学王振国 山东中医药...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqZfxJe5c9L6vut9T0q3oY-lqXa8Fplpd97pPfn4P-CMNDmCqoEUn_65B9VCBq4PTSa3cCRG78yuZdcE5w-wxlrNOjM-6NL6KE14PQfsa0Mdp-5_jp4USJcKLTUtfAZclxP_Fpzyu0hMyCZSVFMXA-PpTJTUluErvEfYKYHZ7JELVTKkwlGvPYflnzQrY3D6vRDdoGgJHKpgTyPfCoem7FzA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B3248A3F50E9A4DFD99022C1D5D5D6DFA8DC2169D6F30B
张承慧,祝贺《电气工程学报》编委张承慧教授荣获第十四届光华工程科技奖!,N/A,2022-05-30 19:00:25,"张承慧,山东大学控制科学与工程学院院长、教授、博士生导师,“新能源与高效节能”国家地方联合工程研究中心主任.教育部长江...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqZfxJe5c9L6vut9T0q3oY-lqXa8Fplpd9VE2N-txQYJYJNvsiVP1aYzEw3lW8RkaDJr23D9-5DPYZkxvubxWxdUHeeM2v3XmoOpRzDHg6PIUFQBE6HD_VZKRGrySCWHQWiBz6Nd9PimCMB_J4qFwpAnIZwBXngMLv6xFw8k6rjrFXy0I9YkVVgWbYURiJgbq5IrgsrHX58bRj32-j2KiwUw..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B3248A3F50E9A4DFD99022C1D5D5D6DFA8DC2169D6F30B
张承慧,【副理事长风采】央视报道:学会副理事长、山东大学控制科学与工程学院院长张承慧团队研发新一代动力电池测试仪器,N/A,2026-02-18 19:18:29,"CAA智慧起航,共创未来5月28日,央视朝闻天下报道中国自动化学会副理事长、山东大学控制科学与工程学院院长张承慧团队.该团...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqZfxJe5c9L6vut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxRvSP3uNYlfsnYVSRvZEAcg5hyphpUkWLKYjKpSEAmaBtfJ0FC5tvO0PsXzfyS4zjpLyjeC9FSxlkbjbZqhL691RXyYXpldXHM1n9TglmpsG63Zihgm_HSmrCDCayYmfpA..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B3248A3F50E9A4DFD99022C1D5D5D6DFA8DC2169D6F30B
张承慧,"山东泰山学者初步人选名单出炉,202人入选!",N/A,2018-08-07 19:27:37,张承慧山东大学  孙宝江 中国石油大学(华东)  姜远茂 山东农业大学  何洪彬 山东师范大学  夏延致 青岛大学  王振国 山东中医药大学 ...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqZfxJe5c9L6vut9T0q3oY-lqXa8Fplpd9rN-vUFkLqXDObj2TiMT6pUw1Vc_N89zUCyH9uB9jQmMXhvE9KrkD-IGKjEf-yzqoQ4UNL6iuOvhPCJsycoVNiBNpH3Y289LZdE_3guIZGfT3wcsDJnnPNd3Zwlxjk332Gkqdq8xZyBaMhOhnNBmOFDdP1rzF406zXOEHMT4cIcX1AfaFW2DefQ..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B3248A3F50E9A4DFD99022C1D5D5D6DFA8DC2169D6F30B
戴琼海,戴琼海院士:人工智能何以在经济寒冬中持续火热?,N/A,2019-02-14 08:31:41,"戴琼海院士他透露,近期有确切消息称,美国航空航天局在嫦娥四号无人探测器实现人类首次软着陆月球背面后,就日前中国嫦娥四号...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbdR-rAUdoFDut9T0q3oY-lqXa8Fplpd9XirXGYodHNTqpBh_d_wa0XDX_QUzvf7iQxCJeRErz0E8ZTsnxrK0m7kWSnLo4xnP1vbEDM9ELeKdM9Rs3uql7rJaJ7YolcX_enJ804dC-HDsYeiubLu4J0mCJCczA6IX-jaRtrM3lmVDebn5_it3_tgvya-LjMbxTMlgidyM6532CsG6-xMgzQ..&type=2&query=%E6%88%B4%E7%90%BC%E6%B5%B7&token=73B3586FC7A9105C262068DA385907EE2725B00369D6F312
戴琼海,戴琼海:人工智能的几点思考,N/A,2020-09-08 20:37:57,中国人工智能学会理事长、国务院参事、中国工程院院士、清华大学信息学院院长戴琼海题为“人工智能的几点思考”的精彩演讲....,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbdR-rAUdoFDut9T0q3oY-lqXa8Fplpd9KCqCwxUcFu69lMGcK2pddkULZdxh52PlmPJjvb91pga7Lx2hm1eXClmdWlSQEF03KjbSwizijMCdgSziUqZ_Nw9pGUy0nIpVEGyo-ceevw2-PXzIgqnVvfZytoUTosx6aDtqSQt7EgC32ND1iMLaD5uWk-SQlFoK2MuWI4hOvwHs46dn8Efgxg..&type=2&query=%E6%88%B4%E7%90%BC%E6%B5%B7&token=73B3586FC7A9105C262068DA385907EE2725B00369D6F312
戴琼海,戴琼海:人工智能走入了交叉时代,N/A,2020-09-03 22:06:58,"在25日举办的大会主旨报告环节,中国人工智能学会理事长、国务院参事、中国工程院院士、清华大学信息学院院长戴琼海为我们带来...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbdR-rAUdoFDut9T0q3oY-lqXa8Fplpd9V3YHorf_B3cSv3dSva4J05yJK8kozrIeidtFf5L1B-KRPPLBxqezy_h-cOKSIHQQEbGFjJcHGTvUnxdQmSHHeoWq6IY62O8D-VVQe8Sb5ZYhy1KNuCMSDyS__MFvCjRigMl-tOgT1QLBwYR3hlHOyRB-Og2N2yRxjniUMdTtPvU5eBgmN3LoYQ..&type=2&query=%E6%88%B4%E7%90%BC%E6%B5%B7&token=73B3586FC7A9105C262068DA385907EE2725B00369D6F312
